tenure,InternetService,OnlineSecurity,TechSupport,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Tenure_Monthly,gender,Churn
-0.0965540357978854,0,2,0,0,0,-0.31446824295036285,-1.217220973746087,-0.2740395381564365,0,0
0.5956921474426305,1,0,0,0,2,1.1495749141959914,0.40306165369908437,1.055330619801067,1,1
-1.2774445836787656,0,0,0,0,2,-1.1486903370337564,-0.35254073498204624,-0.9932935079221465,1,1
1.6137012404433893,0,2,2,2,1,0.8471278601657574,0.9939882590026174,1.862791232776932,1,0
-0.62591876415828,0,0,0,0,3,-0.0020504069191315333,-1.6275866718735406,-0.5209298221053611,0,1
1.5729808767233588,1,2,2,2,1,1.0498670941860242,1.1099496627315366,2.014188717756164,0,0
-1.2367242199587352,1,0,0,0,1,1.0216165451832002,-1.0048898189730433,-0.9222866081564748,1,0
-0.21871512695797646,0,2,2,1,3,0.046141706085686136,-0.9577639517042132,-0.21793613880799986,0,0
-1.2774445836787656,2,1,1,0,0,-1.481049737066981,-0.8725137873190261,-0.9977093598976237,1,0
-1.2774445836787656,0,0,0,0,0,-0.6484894399837535,0.2950428118694063,-0.9866476506990535,1,0
1.6137012404433893,1,2,2,2,0,1.1678546811978192,1.2635058594501967,2.169604628033081,0,0
-1.1145631287986442,1,0,0,0,2,0.16412929309748078,-0.2731151159896359,-0.8527369395427105,1,1
0.5549717837226001,1,0,0,0,1,0.33363258711442517,-0.097849250079717,0.5127769668340733,0,0
0.06632741908223598,1,0,0,0,2,1.3822264942192488,-0.09731974595310093,0.5900985349246772,1,1
-0.8702409464784621,1,0,0,0,0,1.099721004191008,-1.6180555975944513,-0.5313291535076098,0,1
-0.9109613101984924,0,0,0,1,3,-0.5055748979694671,0.4057091743321647,-0.7878239155031971,1,0
1.5322605130033284,0,2,0,2,1,0.14751132309581955,0.45548256223407524,1.1324093160330198,0,0
-0.62591876415828,2,1,1,1,3,-1.462769970065154,0.16637330910170148,-0.8508602024531327,0,0
1.247217966963116,0,2,2,2,1,0.5014740841312035,0.44859900858806634,1.2147870346355447,0,0
-0.7888002190384014,0,2,2,0,2,0.3801629031190768,1.7183499042134,-0.5691950841973259,0,0
0.6771328748826912,1,0,0,0,2,0.6560212051466532,0.04776438473970201,0.8217541295582058,0,0
-1.2367242199587352,0,0,0,0,3,-0.5155456799704636,1.7067008134278465,-0.9631332389296379,1,0
-1.2367242199587352,1,0,0,0,2,0.5280628361338618,-1.2966465927384974,-0.9354016885236417,0,1
0.7992939660427822,0,2,2,2,1,0.4981504901308714,0.18066992052033534,0.8246244333422659,1,0
1.4915401492832983,0,2,2,2,1,-0.020330173920958795,0.19443702781235314,0.9479812582772189,0,0
0.43281069256250915,1,0,0,0,2,0.8471278601657574,0.014405624762889653,0.7070523744951881,0,0
-0.7073594915983407,1,2,0,0,1,1.141265929195161,-1.3072366752708189,-0.35021298473341644,0,1
-0.30015585439803716,0,2,2,0,1,0.1574821050968162,-1.0498976697354092,-0.23937510014894126,0,0
-0.9924020376385531,1,0,0,0,1,0.5280628361338618,0.982339168217064,-0.7217186114303048,0,1
1.125056875803025,0,2,2,1,1,0.33529438411459117,0.277569175691076,0.9765297412986782,0,0
-0.5851984004382496,1,0,0,0,2,1.0199547481830342,-1.0504271738620252,-0.24794185298136687,1,1
1.247217966963116,1,2,0,1,1,1.1595456961969886,0.9775736310775194,1.765620410056559,0,0
1.369379058123207,1,0,2,1,2,1.4520219682262263,1.2163799921813665,2.1541049875991565,1,0
0.06632741908223598,2,1,1,2,1,-1.3231790220511994,1.618273624282963,-0.632032657808365,0,0
1.6137012404433893,1,0,2,2,1,1.42044782522307,1.418650568548705,2.4112400481311878,0,0
0.5956921474426305,1,0,0,0,2,1.1877962451998125,0.38505851339413805,1.0791982997285208,0,0
1.125056875803025,1,0,0,0,0,0.8354952811645946,0.6736382623998957,1.3752811746842604,1,0
1.6137012404433893,0,2,0,2,0,-0.7531826509942192,-0.37054387528699256,0.33190366991853126,1,0
-0.5851984004382496,0,0,2,1,1,-0.34438058895335305,1.695051722642293,-0.5742291554493697,0,0
-0.9516816739185228,1,0,0,0,2,0.9850570111795457,1.5759132941536775,-0.6314585970515529,0,1
-1.1960038562387048,0,0,2,0,2,0.3502505571160864,-0.6204698230497772,-0.9068752847620596,0,0
0.5956921474426305,1,0,0,1,2,0.46989994112804756,-0.053370903443967194,0.6309010071780856,1,0
-0.055833672077855064,0,0,2,2,3,0.47987072312904416,-0.5902880878326613,0.07755059613105031,0,0
0.7178532386027215,2,1,1,2,0,-1.4827115340671475,1.6632814750453289,-0.5617322943587696,0,0
-0.9109613101984924,1,2,0,0,3,0.5014740841312035,1.6055655252441774,-0.6540236006462409,1,0
-1.2774445836787656,0,0,2,0,3,-0.5221928679711283,0.46554314063978053,-0.9849696269483721,1,0
0.7992939660427822,2,1,1,1,2,-1.4744025490663168,-1.6291751842533888,-0.5381958033294766,0,0
1.2879383306831464,1,2,2,2,0,1.5567151792366918,1.220616025194295,2.1473487340766764,1,0
1.2064976032430856,2,1,1,2,0,-1.3464441800535252,-1.3093546917772831,-0.3427060363751054,1,0
-1.1960038562387048,0,2,2,0,0,-0.00869759491979612,-1.039307587203088,-0.9211826451626055,0,0
0.9621754209229036,1,2,0,1,2,1.5201556452330371,0.9272707390489928,1.725899821537142,0,0
0.5549717837226001,0,0,0,1,1,-0.3028356639492,-0.48650527901591173,0.12378456631429546,0,0
-0.9924020376385531,0,2,0,0,3,-0.33607160395252245,0.43059586828311996,-0.8135683325202285,0,0
-0.0965540357978854,0,2,0,0,2,0.3319707901142591,-0.8026192426057049,-0.016374575387347726,1,0
0.5142514200025698,2,1,1,1,1,-1.2916048790480432,-1.514802292904318,-0.4919618331462314,0,0
-1.2774445836787656,1,0,0,0,2,0.48485611412954227,1.4340061882205708,-0.9715895954626766,0,1
-0.8702409464784621,0,2,0,0,2,-0.47233895796614456,0.7509458648858418,-0.7610859317916833,0,0
-1.0331224013585834,1,0,0,0,0,0.34526516611558833,0.49837239648997683,-0.7743334877181144,0,1
0.3920903288424788,1,0,2,0,0,1.2974748472107767,0.2246187630294691,0.9185054463409088,0,0
0.6771328748826912,2,1,1,2,0,-1.4827115340671475,1.7119958546940073,-0.5706302360893559,0,0
-0.9516816739185228,1,0,0,0,1,1.1479131171958254,1.6447488306137663,-0.611984689839699,1,0
0.10704778280226633,0,2,0,1,0,-0.08680205392760396,-0.7443737886779374,-0.04607117992243122,0,0
0.6364125111626608,2,1,1,2,0,-1.4660935640654862,-1.667828985496362,-0.5689301330787973,0,0
0.5549717837226001,2,1,1,2,3,-1.4893587220678117,1.6542799048928556,-0.6013866450985539,0,0
-0.13727439951791576,0,0,0,0,3,-1.0307027500219619,-1.714954852765192,-0.5744278687882662,1,0
-0.0965540357978854,1,0,0,0,0,0.574593152138513,-0.5447507329436793,0.08033258287560076,1,0
-1.2774445836787656,1,0,2,0,2,0.3303089931140931,1.305336685452866,-0.9736429666312735,1,0
1.369379058123207,0,2,2,2,3,0.6394032351449919,0.7726555340771006,1.4415189543164169,1,0
1.3286586944031769,1,2,0,0,1,1.5384354122348645,1.2269700747136878,2.1808429713106703,0,0
1.6137012404433893,1,0,0,2,0,1.2010906212011416,1.3201628009981161,2.2013987622565163,1,0
-0.8295205827584317,1,2,0,0,2,0.47156173812821356,1.6553389131460878,-0.5882715647313869,0,1
1.5729808767233588,0,2,2,1,1,0.06940686408801149,0.4025321495724683,1.0892885214924857,1,0
-1.1145631287986442,2,1,1,0,3,-1.4527991880641573,-1.591580391263648,-0.9601525388461909,1,1
0.7992939660427822,2,1,1,2,0,-1.4544609850643233,-1.6175260934678353,-0.5244183451659881,1,0
-0.30015585439803716,1,0,0,0,2,1.1213243651931677,-0.5733439557809471,0.08077416807314847,0,1
-1.2774445836787656,2,1,1,0,3,-1.481049737066981,-0.8725137873190261,-0.9977093598976237,1,0
-1.2774445836787656,2,1,1,0,2,-1.505976692069473,-0.9397608113992668,-0.9980405487957844,0,0
0.22920887396235737,1,0,2,1,0,1.0049985751815391,-0.0719035478755296,0.5874931822591457,1,0
1.369379058123207,0,0,0,1,0,-0.6385186579827569,-0.3324195781706356,0.32090819849959323,0,0
1.4508197855632678,1,0,2,2,0,1.503537675231376,1.3635821393806338,2.2964278967687832,1,1
-1.1145631287986442,0,0,0,0,3,-1.3447823830533592,-1.7244859270442812,-0.9529767793860405,1,0
1.6137012404433893,1,2,0,1,2,1.3091074262119398,1.2783319749954465,2.30472969848268,0,0
-0.015113308357824713,0,2,0,1,3,-1.150352134033923,1.6558684172727038,-0.5805879822940567,0,0
0.43281069256250915,1,0,0,1,3,0.9833952141793793,0.0530594260058627,0.7849038448228495,1,0
1.6137012404433893,2,1,1,2,1,-1.5076384890696393,-1.3766017158575239,-0.3898231769534461,1,0
0.9214550572028734,1,2,0,0,2,1.0631614701873533,0.600037188800262,1.3431558515626643,1,1
0.7992939660427822,0,2,2,1,1,-0.22639300194155818,-0.3260655286512428,0.32404345340218194,0,0
0.43281069256250915,1,0,0,0,2,0.893658176170409,0.06470851679141622,0.7336358033875602,0,0
0.18848851024232702,1,0,0,0,2,0.39013368512007346,-0.41449271779612634,0.24327752077070575,0,1
1.2879383306831464,0,0,2,2,2,-0.33773340095268845,-0.1539766875010203,0.5364459334226305,0,0
-1.1960038562387048,1,2,0,0,2,0.8338334841644282,-0.5982306497319023,-0.8876000908891022,1,0
0.14776814652229667,0,2,0,2,0,-1.1204397880309327,-1.5979344407830407,-0.5130254470692571,0,0
-0.9109613101984924,1,2,0,0,2,1.1794872601989819,-1.6593569194705047,-0.5639402203465081,0,1
0.35136996512244845,2,1,1,2,3,-1.4660935640654862,1.5367299887840884,-0.6327612733843186,0,0
-0.21871512695797646,1,0,2,0,1,0.6792863631489789,-0.7883226311870711,0.009193207550664722,1,0
0.9621754209229036,1,0,0,1,1,1.1645310871974868,0.7006429728573152,1.4613019711665542,0,0
-1.0738427650786138,2,1,1,0,3,-1.46443176706532,-1.6032294820492015,-0.9517844993526619,0,0
-1.1960038562387048,1,0,0,0,2,0.32033821111309646,-0.702542962675268,-0.9080675647954386,1,1
-1.0331224013585834,0,2,0,0,3,-0.467353566965646,-0.11585239038466334,-0.849910794278405,0,0
-1.1552834925186746,2,1,1,0,3,-1.4594463760648215,0.9452738793539391,-0.9698011754126082,0,0
0.025607055362205634,1,2,2,2,2,0.8039211381614382,-0.3313605699174035,0.2895777287335831,1,0
-0.21871512695797646,1,0,0,0,2,0.44164939212522314,-0.795735688959696,-0.07605481483592076,0,1
1.6137012404433893,2,1,1,2,0,-1.3697093380558512,-1.0747843636863645,-0.25787751992619035,1,0
-1.2774445836787656,2,1,1,0,3,-1.4960059100684764,-0.9365837866395704,-0.9979080732365201,1,0
1.5729808767233588,0,2,0,1,2,-0.2762469119465419,0.07688711170358581,0.7632220116232568,1,0
-0.7888002190384014,1,0,0,0,2,0.7042133181514708,-1.5163908052841661,-0.5132241604081537,0,0
-0.30015585439803716,0,2,0,0,1,-0.2047896409393986,-1.2421076676970424,-0.35970706648069223,0,1
1.4100994218432374,0,0,2,2,0,-0.47233895796614456,-0.2228122239611093,0.48895344542637414,1,0
-1.2774445836787656,0,0,0,0,2,-0.9742016520163136,-0.11955891927097582,-0.9909751856350211,1,1
-1.2367242199587352,0,0,0,0,2,-0.6784017859867437,1.4827205678692492,-0.9674607738656056,1,1
0.43281069256250915,2,1,1,2,1,-1.2982520670487077,-1.5407479951085052,-0.5186335790781131,0,0
-0.38159658183809786,1,2,0,0,0,0.3402797751150897,-1.0345420500635432,-0.24489491511828765,0,0
1.2879383306831464,2,1,1,2,3,-1.481049737066981,-1.4549683265967022,-0.4357480374984079,0,0
1.002895784642934,2,1,1,2,3,-1.5009913010689746,-1.5561036147803713,-0.5132903981877858,1,0
-1.2774445836787656,1,0,0,0,3,0.18905624809997262,1.1925523064836434,-0.9755197037208513,0,1
1.6137012404433893,0,2,2,2,1,0.7740087921584478,1.014109415814028,1.7928441374853745,0,0
-0.9924020376385531,0,2,2,0,2,0.21232140610229844,0.7445918153664489,-0.7552790864439308,0,1
1.1657772395230555,1,0,0,2,0,1.2060760122016398,0.8663777644881449,1.7153238560558743,0,0
1.2879383306831464,1,2,0,1,1,0.6493740171459885,0.6148633043455121,1.3758110769213174,1,0
1.5729808767233588,2,1,1,2,0,-1.3564149620545218,-1.048309157355561,-0.2557358317180839,1,0
1.3286586944031769,1,2,2,2,1,1.1396041321949948,1.0114618951809478,1.8364065172234565,0,0
-1.1960038562387048,2,1,1,1,3,-1.5009913010689746,0.913503631756975,-0.9806641712722819,1,0
-1.2774445836787656,0,0,0,0,2,-0.6351950639824246,0.2982198366291027,-0.9864710166200343,1,1
-0.0965540357978854,0,0,0,1,1,-0.00869759491979612,-0.9159331257015437,-0.15216202363326856,1,0
-0.7073594915983407,0,0,2,0,3,0.1574821050968162,-1.6503553493180316,-0.5462768124445997,1,0
-0.9924020376385531,0,0,2,0,2,0.12590796209365976,0.7472393359995293,-0.7644640585529231,0,0
-1.0331224013585834,1,0,0,0,3,1.0049985751815391,1.0474681757908404,-0.7129752245188602,1,1
1.5322605130033284,1,2,0,1,1,1.4420511862252297,1.4456552790061243,2.336391357146851,0,0
1.2064976032430856,0,2,2,2,2,0.7091987091519689,0.5889176021413246,1.350640720661098,1,0
-1.0738427650786138,2,1,1,0,3,-1.4976677070686424,-1.5926393995168802,-0.9544340105379481,0,0
-0.748079855318371,1,0,0,0,0,0.5363718211346925,-1.5714592344522373,-0.5064899861455511,0,0
-0.4223169455581282,1,0,0,0,0,0.6443886261454905,-0.9953587446939541,-0.1891227046680119,0,0
-0.4223169455581282,2,1,1,1,3,-1.4827115340671475,0.17219785449447825,-0.8108746628151875,1,0
-0.6666391278783103,0,2,0,2,3,-0.017006579920626735,-1.6980107207134778,-0.5526797978090415,1,0
-0.9109613101984924,2,1,1,2,0,-1.2982520670487077,-0.5781094929204916,-0.8931419851183259,1,0
-0.7888002190384014,0,2,0,0,2,-0.29120308494803704,1.3699361889000266,-0.6851553570733545,0,0
-0.5037576729981889,1,2,0,0,2,0.5862257311396761,-1.170624610603873,-0.2788969753294613,0,1
-1.2367242199587352,1,0,0,0,2,0.16412929309748078,-1.3866622942632292,-0.9450724043499366,0,0
0.8400143297628127,0,0,2,2,0,0.30372024111143525,0.06629702917126443,0.7229273623470283,1,0
-0.8702409464784621,2,1,1,1,3,-1.4677553610656522,-0.6840103182437055,-0.9065661751237764,0,0
1.4915401492832983,2,1,1,2,3,-1.491020519067978,-1.3760722117309079,-0.40028874613532683,1,0
-1.1552834925186746,1,0,0,0,0,0.20401242110146783,-0.46850213871096535,-0.8813958188635568,0,1
1.6137012404433893,0,2,2,2,0,0.8072447321617703,0.9600999948991891,1.8246382717088097,1,0
1.0436161483629645,0,0,0,0,2,-0.6468276429835875,-0.5071559399539384,0.15359156714876587,1,1
-0.6666391278783103,2,1,1,0,2,-1.4744025490663168,-0.24769891791206455,-0.8624959724085147,0,0
0.43281069256250915,1,2,2,1,0,0.6477122201458225,-0.10261478721926162,0.593123393527879,1,0
-1.2367242199587352,1,0,2,0,2,1.3174164112127704,-0.6310599055820986,-0.9144263916401254,0,1
-0.748079855318371,0,0,2,2,3,0.5712695581381809,-1.54551353224805,-0.4999986837415997,1,0
0.8400143297628127,1,0,0,1,0,1.0000131841810405,0.5195525615546196,1.2132414864441277,0,1
-0.015113308357824713,2,1,1,1,0,-1.4694171580658184,1.0442911510311441,-0.7162429549807133,0,0
0.06632741908223598,2,1,1,0,2,-1.33148800705203,1.4080604860163835,-0.6357861319875205,0,0
-0.7073594915983407,1,0,0,0,3,0.32200000811326246,-1.5783427880982461,-0.5134891115266822,0,1
-1.0331224013585834,1,2,0,0,0,0.3884718881199074,0.530672148213557,-0.7703150624204304,0,1
-0.7073594915983407,1,0,0,0,0,1.3489905542159264,-1.1949818004282122,-0.30881437246331866,0,0
1.1657772395230555,2,1,1,1,1,-1.4694171580658184,-1.4819730370541215,-0.4530802565021555,1,0
-1.2774445836787656,0,0,0,0,0,-1.156999322034587,-0.3975485857444121,-0.9934039042215335,0,1
-1.2774445836787656,0,0,0,0,3,-0.6468276429835875,0.29557231599602235,-0.986625571439176,0,0
-0.9924020376385531,1,0,0,0,0,0.6560212051466532,1.0697073491087155,-0.7081177873458354,1,1
0.025607055362205634,0,2,0,1,1,0.3319707901142591,-0.610938748770688,0.08265090516272623,1,0
-0.7888002190384014,1,0,0,0,2,0.4815325201292102,-1.6106425398218265,-0.5516862311145592,0,1
-1.2774445836787656,0,0,0,0,2,-1.328164413051698,-0.6427089963676521,-0.995678067988904,0,1
-0.5037576729981889,0,0,0,0,3,-0.4307940329619915,-1.699599233093326,-0.5491471162286599,1,0
-1.1960038562387048,0,0,2,0,2,-1.1420431490330922,1.504430237060508,-0.9663568108717363,1,0
-0.7888002190384014,2,1,1,1,2,-1.4993295040688086,-0.6183518065433129,-0.8938264421745248,0,0
0.3106496014024181,0,0,0,0,1,-0.27126152094604356,-0.6580646160395182,-0.00688049364007196,0,0
0.43281069256250915,0,2,2,1,1,0.2372483611047903,-0.2651725540903948,0.3586195743701677,1,0
-1.0738427650786138,1,0,0,0,2,0.8720548151682491,0.6259828910044495,-0.7655238630270377,1,1
1.4915401492832983,2,1,1,2,0,-1.4960059100684764,-1.3660116333252026,-0.40485915292994556,0,0
1.6137012404433893,1,2,0,2,1,1.4935668932303794,1.4922516421483385,2.4811871434227455,0,0
1.0843365120829946,2,1,1,2,1,-1.5109620830699715,-1.5349234497157285,-0.5037963164405099,1,0
-0.5037576729981889,1,2,2,0,2,1.0565142821866886,-0.9297002329935615,-0.1539283644234594,0,0
-0.3408762181180675,2,1,1,2,0,-1.3514295710540236,0.8282534673717878,-0.7512165026264919,1,0
1.0843365120829946,1,0,2,0,2,1.5484061942358611,1.0379371015117511,1.8944308121812252,1,0
1.6137012404433893,1,0,2,2,0,1.5783185402388515,1.472130485336928,2.5622621856925045,1,0
-1.2774445836787656,2,1,1,0,3,-1.462769970065154,-0.8666892419262493,-0.9974664880389723,1,0
-0.21871512695797646,1,2,2,1,1,1.2343265612044643,-0.4896823037756081,0.20830397312492718,0,0
-0.748079855318371,1,0,2,0,1,0.5081212721318681,-1.6095835315685942,-0.5117448499963687,0,0
1.5729808767233588,1,2,0,2,2,1.3556377422165908,1.3090432143391786,2.3026321687943287,1,0
-0.7888002190384014,1,0,0,0,1,0.4499583771260538,-1.6868911340545403,-0.5571398083042733,1,0
0.47353105628253944,1,0,0,0,1,0.13587874409465642,-0.373720900046689,0.3311088165629453,1,0
0.025607055362205634,1,0,2,1,0,0.5047976781315361,-0.4880937913957599,0.15842692506191322,0,0
1.6137012404433893,0,2,2,2,1,-0.3094828519498643,0.1658438049750854,0.75635536180139,1,0
-1.2774445836787656,1,0,0,0,2,0.50313588113137,1.4382422212334995,-0.9713467236040253,1,1
-0.5444780367182193,1,2,2,0,2,1.3905354792200795,-0.9116970926886152,-0.11224272177495552,0,1
1.2879383306831464,1,0,2,1,1,1.2526063282062914,1.0765909027547242,1.8887564423927374,1,0
-1.2367242199587352,0,0,0,0,1,-0.6235624849812617,1.5441430465567132,-0.966003542713698,1,1
-1.2774445836787656,0,0,0,0,2,-1.3132082400502028,-0.5855225506931167,-0.9954793546500077,0,0
1.1657772395230555,2,1,1,2,3,-1.4960059100684764,-1.599522953162889,-0.4746296141424837,1,0
-0.13727439951791576,2,1,1,1,2,-1.4876969250676457,0.6540466097151011,-0.7505099663104156,0,0
-0.38159658183809786,1,0,0,0,2,0.7324638671542947,-0.8883989111175081,-0.1250486925038391,1,0
1.002895784642934,0,2,0,0,0,-0.19980424993890028,-0.1492111503614757,0.47212904939980643,0,0
1.6137012404433893,0,2,2,2,1,-0.6484894399837535,-0.2810576778888769,0.43205519272235177,1,0
1.369379058123207,0,2,2,2,0,-0.27126152094604356,-0.0041270196686727665,0.642956283071138,1,0
1.3286586944031769,0,0,2,2,0,0.6460504231456565,0.6312779322706101,1.4101664052905294,1,0
-0.9924020376385531,1,0,0,0,0,0.5064594751317021,0.9558639618862605,-0.724014854457553,0,0
-1.1552834925186746,1,0,0,0,2,0.179085466098976,-0.4918003202820724,-0.8827205744562,0,1
1.5729808767233588,2,1,1,2,0,-1.329826210051864,-0.9890046951745612,-0.230653792497374,0,0
-1.2774445836787656,2,1,1,1,2,-1.481049737066981,-0.8725137873190261,-0.9977093598976237,1,0
-1.1552834925186746,0,0,2,0,3,-0.4889569279678058,-1.0228929592779896,-0.9182240243390359,1,1
-0.8295205827584317,2,1,1,1,0,-1.5093002860698053,-0.7682014743756604,-0.904093298017509,0,0
-0.3408762181180675,0,2,0,1,3,-0.47067716096597834,-1.4470257646974611,-0.4703683169861483,1,0
-0.055833672077855064,0,2,2,1,3,0.544680806135523,-0.5611653608687774,0.1042444213228093,0,0
-1.2774445836787656,0,0,0,0,3,-0.31779183695069496,0.6895233861983777,-0.9822538779834539,0,1
-0.0965540357978854,1,0,2,0,1,0.8354952811645946,-0.47273817172389393,0.18432589689808646,1,0
0.5956921474426305,0,2,2,2,1,0.682609957149311,0.12560149135226417,0.7637298346004366,0,0
0.880734693482843,1,2,2,2,1,1.437065795224731,0.7933061950151273,1.5686954912101572,1,0
0.7178532386027215,1,2,2,0,1,0.9551446651765553,0.4009436371926201,1.0577814176474567,1,0
-1.2774445836787656,1,2,0,0,3,0.6593447991469852,1.5446725506833294,-0.9692712731755512,1,1
1.6137012404433893,2,1,1,2,1,-1.479387940066815,-1.1870392385289712,-0.3627981628635262,0,0
-0.13727439951791576,2,1,1,0,2,-1.3165318340505352,1.2026128848893487,-0.6845592170566651,0,0
-1.2367242199587352,0,0,0,0,3,-0.34438058895335305,-1.5825788211111746,-0.9585849113948964,1,1
-0.9109613101984924,0,0,2,2,3,-1.16863190103575,-0.35730627212159083,-0.8759201624139652,0,0
-0.5851984004382496,1,0,0,0,2,0.2787932861089434,-1.4279636161392826,-0.4251941512770176,1,0
-0.8702409464784621,1,0,0,0,2,1.0049985751815391,-1.6026999779225855,-0.5451728494507304,0,1
-0.6666391278783103,2,1,1,2,3,-1.4960059100684764,-0.42455329620183163,-0.867088458463011,1,0
1.6137012404433893,0,0,2,2,0,0.7258166791536301,0.990281730116305,1.746742642861394,0,0
1.6137012404433893,1,0,2,2,0,1.476948923228718,1.4234161056882495,2.4652900763110277,1,0
0.35136996512244845,0,2,2,1,1,0.3303089931140931,-0.25775949631776984,0.3458136036412841,0,0
1.3286586944031769,1,2,0,0,2,0.9850570111795457,0.9219756977828321,1.702937391264661,0,0
-0.7888002190384014,0,0,0,0,2,-0.3310862129520241,1.2793909832486787,-0.6920440861550987,0,0
-1.1552834925186746,1,2,0,0,2,0.35191235411625243,-0.46691362633111716,-0.8735356023472075,1,0
0.35136996512244845,0,0,0,1,3,0.00792037508186511,-0.5669899062615542,0.17019517057655975,1,0
-0.7073594915983407,1,0,0,0,2,0.32033821111309646,-1.6477078286849514,-0.5138203004248431,1,1
-1.2774445836787656,0,2,0,0,3,-0.5388108379727895,0.42000578575079855,-0.9851904195471459,1,1
0.3920903288424788,1,2,0,1,2,1.1379423351948288,0.20926314335760307,0.8294818705152908,1,0
0.758573602322752,1,2,0,1,2,0.9551446651765553,0.3511702492907096,1.0990696336181676,0,0
-1.2367242199587352,1,0,0,0,2,0.1873944510998066,-1.2675238657746137,-0.9444541850733696,0,1
-1.2774445836787656,0,0,0,0,2,-0.8163309370005319,0.08271165709636256,-0.9888776559466694,1,1
-0.015113308357824713,0,0,2,1,1,0.6294324531439953,-0.5177460224862598,0.17611241222369908,1,0
-0.9109613101984924,2,1,1,0,3,-1.4926823160681442,-0.9154036215749277,-0.918974719174867,1,0
1.4100994218432374,0,0,2,2,2,-0.1732154979362424,0.1250719872256481,0.7552293195476433,0,0
1.1657772395230555,1,2,2,2,1,1.6730409692483204,1.1999653642562684,2.093784449614139,0,0
0.7178532386027215,1,2,2,1,1,1.6481140142458286,0.8033667734208326,1.5181339860909444,1,0
-1.2367242199587352,0,0,0,0,1,-0.6700928009859131,1.4631289151844546,-0.9672399812668316,0,1
-0.13727439951791576,0,2,0,0,2,-0.6567984249845842,-1.5047417144986126,-0.43036069808832583,0,0
-1.1960038562387048,0,0,0,0,2,-0.7847567939973756,-1.416314525353729,-0.9521156882508226,1,1
-0.7888002190384014,1,0,0,0,2,1.4005062612210766,-1.3755427076042916,-0.3929584318560348,1,1
1.002895784642934,1,0,0,0,2,0.8338334841644282,0.48725280983103936,1.2549271290926318,1,0
-0.055833672077855064,0,2,2,2,0,-0.49560411596847015,-1.2262225438985603,-0.32422569585773375,0,0
0.5142514200025698,1,2,2,1,3,1.61321627724234,0.5322606605934053,1.2447927488089119,0,0
1.1657772395230555,0,2,2,2,3,0.7756705891586139,0.7048790058702438,1.3664936292530605,0,0
0.7178532386027215,2,1,1,2,0,-1.3248408190513656,-1.5328054332092642,-0.4568558099411884,1,0
